C:\Users\azim2\Desktop\Training Data\IMG\center_2022_04_02_23_15_41_235.jpg, C:\Users\azim2\Desktop\Training Data\IMG\left_2022_04_02_23_15_41_235.jpg, C:\Users\azim2\Desktop\Training Data\IMG\right_2022_04_02_23_15_41_235.jpg, 0, 0, 0, 7.996775E-05
C:\Users\azim2\Desktop\Training Data\IMG\center_2022_04_02_23_15_41_336.jpg, C:\Users\azim2\Desktop\Training Data\IMG\left_2022_04_02_23_15_41_336.jpg, C:\Users\azim2\Desktop\Training Data\IMG\right_2022_04_02_23_15_41_336.jpg, 0, 0, 0, 7.785158E-05
C:\Users\azim2\Desktop\Training Data\IMG\center_2022_04_02_23_15_41_438.jpg, C:\Users\azim2\Desktop\Training Data\IMG\left_2022_04_02_23_15_41_438.jpg, C:\Users\azim2\Desktop\Training Data\IMG\right_2022_04_02_23_15_41_438.jpg, 0, 0, 0, 7.842169E-05
C:\Users\azim2\Desktop\Training Data\IMG\center_2022_04_02_23_15_41_540.jpg, C:\Users\azim2\Desktop\Training Data\IMG\left_2022_04_02_23_15_41_540.jpg, C:\Users\azim2\Desktop\Training Data\IMG\right_2022_04_02_23_15_41_540.jpg, 0, 0, 0, 7.842469E-05
C:\Users\azim2\Desktop\Training Data\IMG\center_2022_04_02_23_15_41_642.jpg, C:\Users\azim2\Desktop\Training Data\IMG\left_2022_04_02_23_15_41_642.jpg, C:\Users\azim2\Desktop\Training Data\IMG\right_2022_04_02_23_15_41_642.jpg, 0, 0, 0, 7.853121E-05
C:\Users\azim2\Desktop\Training Data\IMG\center_2022_04_02_23_15_41_743.jpg, C:\Users\azim2\Desktop\Training Data\IMG\left_2022_04_02_23_15_41_743.jpg, C:\Users\azim2\Desktop\Training Data\IMG\right_2022_04_02_23_15_41_743.jpg, 0, 0, 0, 7.9073E-05
C:\Users\azim2\Desktop\Training Data\IMG\center_2022_04_02_23_15_41_846.jpg, C:\Users\azim2\Desktop\Training Data\IMG\left_2022_04_02_23_15_41_846.jpg, C:\Users\azim2\Desktop\Training Data\IMG\right_2022_04_02_23_15_41_846.jpg, 0, 0, 0, 8.101902E-05
C:\Users\azim2\Desktop\Training Data\IMG\center_2022_04_02_23_15_41_947.jpg, C:\Users\azim2\Desktop\Training Data\IMG\left_2022_04_02_23_15_41_947.jpg, C:\Users\azim2\Desktop\Training Data\IMG\right_2022_04_02_23_15_41_947.jpg, 0, 0, 0, 7.882501E-05
C:\Users\azim2\Desktop\Training Data\IMG\center_2022_04_02_23_15_42_051.jpg, C:\Users\azim2\Desktop\Training Data\IMG\left_2022_04_02_23_15_42_051.jpg, C:\Users\azim2\Desktop\Training Data\IMG\right_2022_04_02_23_15_42_051.jpg, 0, 0, 0, 7.822766E-05
C:\Users\azim2\Desktop\Training Data\IMG\center_2022_04_02_23_15_42_153.jpg, C:\Users\azim2\Desktop\Training Data\IMG\left_2022_04_02_23_15_42_153.jpg, C:\Users\azim2\Desktop\Training Data\IMG\right_2022_04_02_23_15_42_153.jpg, 0, 0, 0, 7.794683E-05
